label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;subcooling;subcooling_set
condenser;Condenser;[];[];[];[];[];[];[];nan;False;False;-2826106.569174833;False;False;325949.82676949614;False;False;8.670372974836361;False;False;4.999999999990109;False;False;13.80653107079803;False;False;1.0;True;False;0.9799999999999999;True;False;0.0;False;False;427.04754059977796;False;False;0x000001B9B6C44AF0;False;m;0x000001B9B6C447C0;False;m;False;True
